status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
8807334278_10154558221609279,,Theresa May,note,https://www.facebook.com/notes/theresa-may/wherever-you-are-this-christmas-i-wish-you-joy-and-peace-in-this-season-of-celeb/1548015965215171,2016-12-24 05:22:07,1439,287,0,1340,71,1,6,4,17
8807334278_10154556045354279,,Theresa May,link,https://www.facebook.com/TheresaMayOfficial/posts/1546792262004208,2016-12-23 12:55:24,1635,363,0,1499,71,5,7,6,47
8807334278_10154547191714279,,Theresa May,link,https://www.facebook.com/TheresaMayOfficial/posts/1542168139133287,2016-12-20 11:57:22,949,160,0,798,19,1,0,126,5
8807334278_10154529484679279,"Unemployment remains at its joint lowest rate for over 10 years, down nearly 900,000 since 2010, giving more families the security of a regular paypacket.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154529484679279/?type=3,2016-12-14 12:09:23,1328,375,242,1241,55,2,22,0,8
8807334278_10154508478724279,,Dr Caroline Johnson,photo,https://www.facebook.com/drcarolinejohnson/photos/a.1017650968361253.1073741827.1017453338381016/1047957891997227/?type=3,2016-12-09 06:17:28,1260,284,0,1198,46,5,5,2,4
8807334278_10154498506074279,"On 23 June the British people spoke. And Labour stand in their way.

WATCH and SHARE now.",Labour's Brexit Denial,video,https://www.facebook.com/conservatives/videos/10154498506074279/,2016-12-07 10:30:01,2247,678,982,1866,41,8,24,5,303
8807334278_10154494228199279,"Our £23 billion National Productivity Investment Fund will support high value-generating infrastructure and research, including an extra £2 billion a year by 2020-21 for additional investment in R&D.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154494228199279/?type=3,2016-12-06 05:57:08,341,156,61,317,11,2,8,0,3
8807334278_10154491423209279,"We're banning fees to tenants as soon as possible, meaning people will no longer be hit by surprise extra charges when moving.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154491423209279/?type=3,2016-12-05 07:14:14,1074,317,207,984,40,4,13,1,32
8807334278_10154485346114279,"We are backing small businesses because they are the lifeblood of our local communities. #SmallBusinessSaturday 

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154485346114279/?type=3,2016-12-03 04:55:45,808,201,119,761,29,1,14,0,3
8807334278_10154482579189279,"Excellent transport networks are essential for growth and productivity. So we're investing £1.1 billion in local transport networks, including £220 million to address pinch points on strategic roads.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154482579189279/?type=3,2016-12-02 05:38:40,317,170,53,292,8,2,15,0,0
8807334278_10154480798094279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1513003468716421/,2016-12-01 14:26:26,828,122,0,768,49,2,5,0,4
8807334278_10154479789424279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1512355132114588/,2016-12-01 06:24:45,1272,253,0,1195,55,2,17,0,3
8807334278_10154477510814279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1511348345548600/,2016-11-30 12:15:38,983,156,0,912,49,3,15,0,4
8807334278_10154474205359279,"To give our businesses certainty and stability, we are cutting corporation tax and supporting small businesses with a business rates reduction package worth £6.7 billion.

SHARE to let friends know how the Autumn Statement is helping to create an economy that works for everyone.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154474205359279/?type=3,2016-11-29 06:28:48,729,206,136,675,34,4,12,0,4
8807334278_10154471390519279,"Last week's Autumn Statement set out how we will support our economy through investment, job creation and support for working people.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154471390519279/?type=3,2016-11-28 07:33:53,652,226,93,611,17,2,16,1,5
8807334278_10154463618894279,,An Economy that Works for Everyone,photo,https://www.facebook.com/conservatives/photos/a.10154463618874279.1073741826.8807334278/10154463618894279/?type=3,2016-11-25 07:37:23,986,206,119,925,42,2,15,0,2
8807334278_10154459482434279,Today the Chancellor outlined his plan for an economy that works for everyone. Watch and Share with friends to let them know.,,video,https://www.facebook.com/conservatives/videos/10154459482434279/,2016-11-23 14:00:57,777,321,145,716,27,0,21,3,10
8807334278_10154459289029279,"As the UK leaves the EU and we begin writing a new chapter in our country's history, we have set out how we will support our economy through investment, job creation and support for working people.

SHARE to let friends know.",Autumn Statement 2016,link,https://www.conservatives.com/ShareTheFacts/post?name=autumn-statement-2016&id=54d95554-c83a-4dda-9c05-0f2c5853b30e,2016-11-23 12:45:10,1197,328,188,1085,43,4,45,3,17
8807334278_10154453773539279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1499885346694900/,2016-11-21 12:34:12,1075,241,1,1000,45,4,18,1,7
8807334278_10154452628389279,,Theresa May,note,https://www.facebook.com/notes/theresa-may/the-new-role-for-business-in-a-fairer-britain/1499496856733749,2016-11-21 04:59:36,428,95,0,389,28,3,2,0,6
8807334278_10154436919604279,"Between June and September this year unemployment fell by 37,000 and over the last year 350,000 more people now have a full time job. 

SHARE to let friends know.","350,000 more people in work",link,https://www.conservatives.com/ShareTheFacts/post?name=350-000-more-people-work&id=7e49601e-11fb-4fc4-bb74-5f177610c8ce,2016-11-16 09:23:54,1475,411,275,1410,40,6,15,1,3
8807334278_10154434607619279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1493055517377883/,2016-11-15 11:04:34,1298,281,0,1202,62,4,24,1,5
8807334278_10154415024324279,,Theresa May,link,https://www.facebook.com/TheresaMayOfficial/posts/1485243638159071,2016-11-09 05:14:46,3759,489,1,3425,144,7,101,21,61
8807334278_10154409665124279,"At the last election we said that we would lower the benefits cap to ensure that work pays, whilst protecting those most in need. And today we are delivering on that commitment.

SHARE to let friends know.",Lowering the cap on benefits,link,https://www.conservatives.com/ShareTheFacts/post?name=lowering-cap-benefits&id=d2676693-327f-45a3-956c-c3d2a177a2d4,2016-11-07 09:52:47,2570,662,360,2325,159,6,11,4,65
